baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	CDC5_1.1	CDC5_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_155900A	53.5831731905077	-8.96055950991454	1.58967030750893	-5.63674081826189	1.73298632808831e-08	1.70863084455842e-06	0	0	82	153	0	0	52.9573675673868	161.375325194644	100	UP_pEhEx_DOWN_CDC5
EHI_017660A	188.992050731667	-2.88008638237028	0.512956937191371	-5.61467478759487	1.96932274950296e-08	1.89054983952284e-06	30	49	293	452	39.30319502128	50.6965013142317	189.225715820053	476.742790771105	100	UP_pEhEx_DOWN_CDC5
EHI_048140A	927.087946017166	-2.5803471560864	0.461572011951608	-5.59034579496324	2.26617860114973e-08	2.06675488424856e-06	227	226	1320	2204	297.394175661019	233.824679530946	852.484453523787	2324.64847535291	100	UP_pEhEx_DOWN_CDC5
EHI_073180A	241.304595989495	-2.03503472553384	0.363880858076929	-5.59258526620163	2.23713227207742e-08	2.06675488424856e-06	75	88	540	405	98.2579875532	91.046777870457	348.743640077913	427.169978456411	100	UP_pEhEx_DOWN_CDC5
EHI_118750A	11766.8903416077	-2.15085481036123	0.386336134852411	-5.56731461628073	2.58695064147968e-08	2.30175510734582e-06	2920	4663	19632	24403	3825.51098207125	4824.44460465842	12678.7687814992	25738.836998202	100	UP_pEhEx_DOWN_CDC5
EHI_066770A	662.259988085323	-1.8324471318654	0.329679524495824	-5.55826794117028	2.72464898784778e-08	2.31151616457412e-06	194	315	1430	1086	254.160661137611	325.906079877204	923.524824650769	1145.44838667571	100	UP_pEhEx_DOWN_CDC5
EHI_174180A	662.259988085323	-1.8324471318654	0.329679524495824	-5.55826794117028	2.72464898784778e-08	2.31151616457412e-06	194	315	1430	1086	254.160661137611	325.906079877204	923.524824650769	1145.44838667571	100	UP_pEhEx_DOWN_CDC5
EHI_119540A	2156.89517196881	-2.07157960141672	0.373360425501911	-5.54847128918896	2.88178195430745e-08	2.38925922029854e-06	716	696	3831	4262	938.036254507883	720.097243157251	2474.14237988608	4495.30481032401	100	UP_pEhEx_DOWN_CDC5
EHI_092930A	362.961601149988	-2.17915202423881	0.398097452212941	-5.47391602765944	4.40197717794318e-08	3.56853616558594e-06	71	163	814	630	93.0175615503627	168.643463555506	525.698746339669	664.486633154417	100	UP_pEhEx_DOWN_CDC5
EHI_035220A	58.3650820881089	-3.40077073212545	0.63082546324419	-5.39098519364781	7.00724487956783e-08	5.55704985231814e-06	4	14	166	101	5.24042600283733	14.4847146612091	107.206378246173	106.528809442216	100	UP_pEhEx_DOWN_CDC5
EHI_035670A	143.978848946019	-2.58970437611974	0.484434422098028	-5.34583063875609	9.00033364653002e-08	6.98579088139181e-06	40	29	284	294	52.4042600283733	30.0040517982188	183.413321818754	310.093762138728	100	UP_pEhEx_DOWN_CDC5
EHI_023400A	2258.43712472244	2.2421199503622	0.420034997980989	5.33793603185342	9.40106127607578e-08	7.14480656981759e-06	2623	3888	1723	438	3436.40935136058	4022.61218591292	1112.75054047082	461.976421145452	100	DOWN_pEhEx_UP_CDC5
EHI_010020A	496.336319751625	-2.73999839271671	0.514108583731528	-5.32961027965944	9.84237411832037e-08	7.32754709870055e-06	96	128	610	1264	125.770224068096	132.431676902483	393.951148976902	1333.19222905902	100	UP_pEhEx_DOWN_CDC5
EHI_017750A	479.540699042168	-2.03600878375167	0.38848434748899	-5.24090300397334	1.59792697524332e-07	1.16584752113753e-05	176	141	950	880	230.578744124843	145.881769087891	613.530477914847	928.17180504109	100	UP_pEhEx_DOWN_CDC5
EHI_179390A	159.308209649616	-2.49219279581571	0.478329731800134	-5.21019838435852	1.8863881496158e-07	1.3493223470193e-05	46	35	300	329	60.2648990326293	36.2117866530227	193.746466709952	347.009686202862	100	UP_pEhEx_DOWN_CDC5
EHI_083100A	43.3842187240971	-4.56979365293588	0.879776927942716	-5.19426403193131	2.05531276416145e-07	1.44188095455018e-05	3	3	70	115	3.930319502128	3.10386742740194	45.2075088989887	121.29517906787	100	UP_pEhEx_DOWN_CDC5
EHI_118220A	28.3296470956289	8.54992376125386	1.66901964389323	5.12272206773428	3.01156091772525e-07	2.0728630618607e-05	17	88	0	0	22.2718105120587	91.046777870457	0	0	100	DOWN_pEhEx_UP_CDC5
EHI_015310A	6736.74843679364	-1.64011199545894	0.324229443992544	-5.05849183609819	4.22585337888784e-07	2.8547987270709e-05	2271	3450	12746	11539	2975.2518631109	3569.44754151223	8231.64154895015	12170.6527936013	100	UP_pEhEx_DOWN_CDC5
EHI_111760A	6554.83332587844	-1.44986719536533	0.288150145154066	-5.03163791428989	4.86307083627242e-07	3.22554225649487e-05	2672	3407	13331	10035	3500.60456989534	3524.95877505281	8609.44715903455	10584.3227995311	100	UP_pEhEx_DOWN_CDC5
EHI_118670A	78.9785792047457	-2.99341402716195	0.59724094053008	-5.01207104875488	5.38473134092549e-07	3.50776784494575e-05	10	21	138	182	13.1010650070933	21.7270719918136	89.1233746865777	191.962805133498	100	UP_pEhEx_DOWN_CDC5
EHI_131470A	2732.63966867448	-1.46689645157034	0.292974290118852	-5.00691187262631	5.53102347999072e-07	3.53985502719406e-05	1205	1281	5832	4039	1578.67833335475	1325.35139150063	3766.43131284146	4260.09763700109	100	UP_pEhEx_DOWN_CDC5
EHI_065340A	306.479722748331	-2.05064371073266	0.410140663581405	-4.99985466650918	5.73735441079933e-07	3.60859808458551e-05	62	151	696	511	81.2266030439787	156.227993845898	449.491802767088	538.97249133636	100	UP_pEhEx_DOWN_CDC5
EHI_143440A	153.142442191003	-2.29301193531802	0.460529140717173	-4.97908108865197	6.38868734742667e-07	3.95015787176483e-05	47	41	291	304	61.5750055333387	42.4195215078266	187.934072708653	320.641169014195	100	UP_pEhEx_DOWN_CDC5
EHI_098440A	991.143962861452	1.49592238329026	0.302480123792825	4.94552291414309	7.59397366594634e-07	4.60947433369991e-05	1090	1448	726	540	1428.01608577317	1498.13334495934	468.866449438083	569.559971275214	100	DOWN_pEhEx_UP_CDC5
EHI_148190A	1051.40703992069	-2.09025415084998	0.422903569591206	-4.94262593449021	7.70772846369777e-07	4.60947433369991e-05	369	306	1695	2191	483.429298761744	316.594477594998	1094.66753691123	2310.93684641481	100	UP_pEhEx_DOWN_CDC5
EHI_030070A	11372.6525001904	-1.58987253929044	0.323161968118681	-4.91973900439474	8.66596903437378e-07	5.09894436087025e-05	3730	6240	22124	18829	4886.69724764581	6456.04424899604	14288.1560983032	19859.7124058167	99.99	UP_pEhEx_DOWN_CDC5
EHI_087570A	3190.84360970881	-1.84644899697843	0.378121470985808	-4.88321647581799	1.04369180233285e-06	5.94904327329725e-05	978	1445	5229	6267	1281.28415769373	1495.02947753194	3377.00091475446	6610.05988885513	99.99	UP_pEhEx_DOWN_CDC5
EHI_181610A	203.212183744695	1.85040729173769	0.378745599567763	4.88562056918796	1.03103587823471e-06	5.94904327329725e-05	279	262	139	82	365.519713697904	271.07108865977	89.7691962422776	86.4887363788288	99.99	DOWN_pEhEx_UP_CDC5
EHI_182550A	124.134469713793	-2.39621322538706	0.491209821349696	-4.87818671622442	1.07065549957969e-06	6.00884809610262e-05	32	36	220	261	41.9234080226987	37.2464091288233	142.080742253965	275.287319449687	99.99	UP_pEhEx_DOWN_CDC5
EHI_140540A	5953.11632205099	-1.33683312625888	0.276307573324226	-4.83820660496415	1.31015914840986e-06	7.24160692939267e-05	2646	3177	12921	8262	3466.5418008769	3286.99560561866	8344.66032119762	8714.26756051078	99.99	UP_pEhEx_DOWN_CDC5
EHI_140550A	2176.41573242968	-1.62156579579599	0.337979503056576	-4.79782288905415	1.60399510410108e-06	8.73339423844889e-05	687	1193	4183	3669	900.043165987312	1234.30461363017	2701.47156749243	3869.84358260882	99.99	UP_pEhEx_DOWN_CDC5
EHI_147570A	1731.3624839079	-1.61376143257411	0.342499049821643	-4.71172528336787	2.45628357195486e-06	0.000131772389271931	650	825	3071	3069	851.569225461067	853.563542535534	1983.3179975542	3236.9991700808	99.99	UP_pEhEx_DOWN_CDC5
EHI_001940A	703.836314039011	-1.74871981773032	0.377746572191628	-4.62934662142534	3.66821308129331e-06	0.000193936830732724	298	247	1316	1251	390.411737211381	255.55175152276	849.901167300988	1319.48060012091	99.98	UP_pEhEx_DOWN_CDC5
EHI_049690A	2123.4425037674	-1.29330289569728	0.28186926569708	-4.58830760600615	4.46853867764467e-06	0.000232874701372111	927	1205	4559	2928	1214.46872615755	1246.72008333978	2944.30047243557	3088.28073313672	99.98	UP_pEhEx_DOWN_CDC5
EHI_126210A	100.265981733218	-2.22495661204592	0.48862349524668	-4.55351949648402	5.27557798174895e-06	0.000271060682780566	22	40	202	190	28.8223430156053	41.3848990320259	130.455954251367	200.400730633872	99.97	UP_pEhEx_DOWN_CDC5
EHI_048300A	37.4437679467848	-6.98462916396747	1.54163273497028	-4.5306699874287	5.87969233975882e-06	0.000297904411881113	1	0	78	93	1.31010650070933	0	50.3740813445874	98.0908839418425	99.97	UP_pEhEx_DOWN_CDC5
EHI_144610A	1011.52382989741	-1.71886546785608	0.379840211412982	-4.52523302222796	6.03289963093179e-06	0.000301479696625194	352	465	1654	1930	461.157488249685	481.099451247301	1068.18885312753	2035.64952696512	99.97	UP_pEhEx_DOWN_CDC5
EHI_010030A	380.816367425661	-2.30924798804125	0.511236940877579	-4.51698185987351	6.27272767583034e-06	0.000309228521100393	146	63	704	770	191.275549103563	65.1812159754408	454.658375212687	812.150329410954	99.97	UP_pEhEx_DOWN_CDC5
EHI_023000A	77.3958540306836	-2.33783106002022	0.518305281047151	-4.51052911384004	6.46661250166219e-06	0.000314536032080849	20	24	157	149	26.2021300141867	24.8309394192155	101.393984244875	157.156362444457	99.97	UP_pEhEx_DOWN_CDC5
EHI_092170A	89.6407937720168	-2.07368449496685	0.462664398919315	-4.48204897504657	7.39297713019718e-06	0.000345763853473838	24	36	230	134	31.442556017024	37.2464091288233	148.538957810963	141.335252131257	99.97	UP_pEhEx_DOWN_CDC5
EHI_092470A	10001.6445711984	-1.39453934157549	0.310788618981053	-4.48709912913674	7.21994867607171e-06	0.000345763853473838	4043	5535	18512	16144	5296.76058236783	5726.63540355658	11955.4486391154	17027.7336597538	99.97	UP_pEhEx_DOWN_CDC5
EHI_126980A	47.1125446377452	-3.51529105209429	0.784202771952792	-4.48263023011337	7.37286205160367e-06	0.000345763853473838	6	7	61	127	7.860639004256	7.24235733060453	39.3951148976902	133.95206731843	99.97	UP_pEhEx_DOWN_CDC5
EHI_038300A	48.7638918674975	-2.65552816556664	0.596872939421073	-4.44906778340852	8.62437972246059e-06	0.000393271715344203	11	12	138	75	14.4111715078027	12.4154697096078	89.1233746865777	79.105551566002	99.96	UP_pEhEx_DOWN_CDC5
EHI_050520A	673.893528650212	-1.62744810369523	0.365702067841865	-4.45020208198265	8.57895260809311e-06	0.000393271715344203	219	359	1211	1190	286.913323655344	371.429468812433	782.089903952505	1255.14141818057	99.96	UP_pEhEx_DOWN_CDC5
EHI_089770A	17.4632058512065	-7.34809588831378	1.6605615225084	-4.42506693592054	9.6412384238717e-06	0.000434212811978814	0	0	51	35	0	0	32.9368993406918	36.9159240641343	99.96	UP_pEhEx_DOWN_CDC5
EHI_202460A	522.660320064001	-1.93110855389394	0.437356525479617	-4.4154104063641	1.00818530378783e-05	0.000448519510758293	159	218	764	1103	208.306933612784	225.547699724541	493.407668554677	1163.378978364	99.96	UP_pEhEx_DOWN_CDC5
EHI_000130A	160.896419587886	-2.39542174703577	0.542910764104737	-4.4121831899683	1.02333470509435e-05	0.000449774096889661	51	35	236	368	66.815431536176	36.2117866530227	152.413887145162	388.144573017183	99.96	UP_pEhEx_DOWN_CDC5
EHI_140640A	18.6145162118191	-7.43237250603904	1.69032101711376	-4.39701833603767	1.09748076940206e-05	0.000476620219854611	0	0	32	51	0	0	20.6662897823948	53.7917750648814	99.95	UP_pEhEx_DOWN_CDC5
EHI_134490A	416.896108587434	-1.53622590856862	0.350730013124579	-4.3800811196131	1.18635136689969e-05	0.000509154092523538	157	214	789	693	205.686720611365	221.409209821339	509.553207447173	730.935296469858	99.95	UP_pEhEx_DOWN_CDC5
EHI_148470A	409.233325070307	-2.07179259232718	0.47452199733126	-4.36606227736346	1.26506424484732e-05	0.000536622600605001	103	173	564	909	134.940969573061	178.989688313512	364.243357414709	958.759284979944	99.95	UP_pEhEx_DOWN_CDC5
EHI_138470A	430.995881447291	-2.09456875117047	0.483191109000478	-4.33486608539478	1.4584888176049e-05	0.00061155944903709	143	135	574	973	187.345229601435	139.674034233087	370.701572971707	1026.26268898293	99.94	UP_pEhEx_DOWN_CDC5
EHI_013220A	982.760590294942	-1.537858562059	0.355821760572568	-4.32199132392681	1.54627270716695e-05	0.000641000322243754	371	503	1690	1738	486.049511763163	520.415105327726	1091.43842913273	1833.13931495615	99.94	UP_pEhEx_DOWN_CDC5
EHI_151350A	40.0703601226455	-3.09007222544041	0.720653294142968	-4.28787636239873	1.8038944671978e-05	0.000739394046779504	10	4	99	75	13.1010650070933	4.13848990320259	63.936334014284	79.105551566002	99.93	UP_pEhEx_DOWN_CDC5
EHI_007940A	419.834412804055	-1.49199300417251	0.349257108032452	-4.27190447913196	1.93810598516901e-05	0.000785578959321838	139	249	884	634	182.104803598597	257.620996474361	570.906255238657	668.705595904604	99.92	UP_pEhEx_DOWN_CDC5
EHI_171280A	867.000542962284	-1.45508324175627	0.343893494755305	-4.23120316012847	2.32444603604412e-05	0.000931821883460324	312	500	1594	1434	408.753228221312	517.311237900324	1029.43955978554	1512.49814594196	99.91	UP_pEhEx_DOWN_CDC5
EHI_044820A	132.391764853147	-2.09898990069102	0.498153174083566	-4.21354316280822	2.5139551783475e-05	0.000996837879414313	27	62	238	262	35.372875519152	64.1465934996402	153.705530256562	276.342060137234	99.9	UP_pEhEx_DOWN_CDC5
EHI_194430A	52.4637637964583	-2.73724434415882	0.651527324149449	-4.20127328923959	2.65417955717688e-05	0.00104112333597648	8	16	92	117	10.4808520056747	16.5539596128104	59.4155831243852	123.404660442963	99.9	UP_pEhEx_DOWN_CDC5
EHI_167310A	3721.40465779748	-1.7173045237016	0.410147245646295	-4.18704390174687	2.82611176902884e-05	0.00109677188653375	1298	1711	5302	7576	1700.51823792071	1770.23905609491	3424.14588832055	7990.71544885375	99.89	UP_pEhEx_DOWN_CDC5
EHI_017030A	77.5957862568663	-2.2358058874357	0.534403344653326	-4.18374231711835	2.86749130331824e-05	0.0011011166604742	20	27	142	156	26.2021300141867	27.9348068466175	91.7066609093771	164.539547257284	99.89	UP_pEhEx_DOWN_CDC5
EHI_007510A	35429.8318842384	1.32099802921701	0.316505196651112	4.17370091611217	2.99691127916436e-05	0.00112982022989945	41255	45584	37214	15620	54048.4436867635	47162.2309368967	24033.6033738138	16475.0495394794	99.89	DOWN_pEhEx_UP_CDC5
EHI_058090A	1911.20516658086	-1.50302719704386	0.360166187012594	-4.17314909406336	3.00418208059886e-05	0.00112982022989945	841	862	3209	3393	1101.79956709655	891.844574140158	2072.44137224078	3578.73515284593	99.89	UP_pEhEx_DOWN_CDC5
EHI_007620A	8526.68344143108	1.33382902101741	0.320873408944984	4.15686991765061	3.22637572887402e-05	0.0012010019039727	10224	10657	8869	3753	13394.5288632522	11025.9717246075	5727.79137750187	3958.44180036274	99.88	DOWN_pEhEx_UP_CDC5
EHI_105280A	61.4406816364598	-2.23757572297035	0.538585593832507	-4.15454061265926	3.25941723726641e-05	0.00120104586682302	17	20	136	109	22.2718105120587	20.692449516013	87.8317315751781	114.96673494259	99.88	UP_pEhEx_DOWN_CDC5
EHI_086080A	265.528475115403	-1.98195674728549	0.477819170237286	-4.14792220726776	3.35506354497245e-05	0.00122392718120595	87	97	372	576	113.979265561712	100.358380152663	240.24561872034	607.530636026895	99.88	UP_pEhEx_DOWN_CDC5
EHI_187780A	55.167743191529	-2.53700713992018	0.614155429642322	-4.13088774839572	3.61365015293296e-05	0.00130520750078212	12	16	99	118	15.721278008512	16.5539596128104	63.936334014284	124.45940113051	99.87	UP_pEhEx_DOWN_CDC5
EHI_005020A	922.920994382771	-1.46609340789602	0.355204871751193	-4.12745861470887	3.66794417089174e-05	0.00131182944464834	375	473	1570	1609	491.289937766	489.376431053706	1013.93984244875	1697.07776626263	99.87	UP_pEhEx_DOWN_CDC5
EHI_057850A	557.809679978898	-1.28927676943009	0.312856187525863	-4.1209885590756	3.77250161719243e-05	0.0013361248446134	236	327	1149	798	309.185134167403	338.321549586812	742.048967499115	841.683068662261	99.87	UP_pEhEx_DOWN_CDC5
EHI_092430A	6563.79686536939	-1.36227621470192	0.330881406419768	-4.11711322628291	3.83647617796315e-05	0.00134571779780861	2451	4002	11807	10693	3211.07103323858	4140.55914815419	7625.215108148	11278.3421719368	99.87	UP_pEhEx_DOWN_CDC5
EHI_020080A	544.114593306198	-1.40630046007455	0.342232339190953	-4.10919804773297	3.97035475785949e-05	0.00137941468158776	261	246	1073	841	341.937796685136	254.517129046959	692.966529265927	887.036918226769	99.86	UP_pEhEx_DOWN_CDC5
EHI_186950A	175.874217637227	-1.55877880030764	0.380306321601506	-4.0987454369506	4.15395595236394e-05	0.00142958785983242	64	91	376	268	83.8468160453973	94.1506452978589	242.828904943139	282.670504262514	99.86	UP_pEhEx_DOWN_CDC5
EHI_198930A	751.955737676754	-1.52143465191324	0.373836294713747	-4.06978849680241	4.70558371204177e-05	0.00160429620388115	303	367	1232	1361	396.962269714928	379.706448618838	795.652156622201	1435.50207575105	99.84	UP_pEhEx_DOWN_CDC5
EHI_098470A	2123.34582699868	-14.2751737634098	3.51002146680009	-4.06697619898713	4.76271052868991e-05	0.0016087377785797	0	0	486	7755	0	0	313.869276070122	8179.51403192461	99.84	UP_pEhEx_DOWN_CDC5
EHI_113900A	432.829620193034	-1.38944122114609	0.344284799061125	-4.03573211752346	5.44322946421675e-05	0.00182173404453786	168	249	824	684	220.097892119168	257.620996474361	532.156961896667	721.442630281938	99.82	UP_pEhEx_DOWN_CDC5
EHI_141800A	1029.80986083731	-1.45857828767141	0.362290970487332	-4.02598575865531	5.67371228705003e-05	0.00188160931119623	505	423	1890	1706	661.603782858213	437.645307263674	1220.6027402727	1799.38761295466	99.81	UP_pEhEx_DOWN_CDC5
EHI_163670A	2356.80806519362	-1.54644514281419	0.384751243004512	-4.01933761340975	5.83619903636212e-05	0.00191805892654496	1009	1046	3643	4428	1321.89745921572	1082.21510968748	2352.72792741451	4670.39176445676	99.81	UP_pEhEx_DOWN_CDC5
EHI_035600A	2989.80926160576	-1.19480774000609	0.298924702949636	-3.99701907609623	6.41451336867244e-05	0.00208929864008188	1435	1697	5632	4443	1880.00282851789	1755.7543414337	3637.26700170149	4686.21287476996	99.79	UP_pEhEx_DOWN_CDC5
